Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
392,SR9NSC,145.337500,,0.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Nowy Sacz",,,,
393,SR9OA,438.750000,-,7.600000,,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"Wieza widokowa Dabrowa",,,,
394,SR9OMP,431.337500,+,7.600000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,50W,Cieszyn,,,,
395,SR9P,145.662500,-,0.600000,,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Gora Koskowa POLKOMTEL",,,,
396,SR9PC,438.850000,-,7.600000,,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Gora Koskowa POLKOMTEL",,,,
397,SR9PJD,431.800000,+,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,Gliwice,,,,
398,SR9PS,439.250000,-,7.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,Pszow,,,,
399,SR9RAC,439.575000,-,7.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,Strzybniczek,,,,
400,SR9RC,438.675000,-,7.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,DV,5.00,,50W,Pogrzebien,,,,
401,SR9RSR,438.337500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Rybnik,,,,
402,SR9RT,145.637500,-,0.600000,Tone,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Mordarka - ysa Gora 781 m n.p.m. (k. Limanowej)",,,,
403,SR9RT,438.637500,-,7.600000,Tone,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Mordarka - ysa Gora 781 m n.p.m. k. Limanowej",,,,
404,SR9S,145.775000,-,0.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,Wola,,,,
405,SR9S,439.412500,-,7.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,Wola,,,,
406,SR9SK,439.375000,-,7.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,Skrzyczne,,,,
407,SR9SS,439.100000,-,7.600000,Tone,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,50W,"Siemianowice Slaskie",,,,
408,SR9SZ,439.150000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Siemianowice Slaskie",,,,
409,SR9TB,438.775000,-,7.600000,Tone,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Gora Wa - Tarnow",,,,
410,SR9TM,438.512500,-,7.600000,Tone,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Pcim - Kudacze",,,,
411,SR9TR,439.175000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Tarnow,,,,
412,SR9TRZ,438.575000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Trzebinia,,,,
413,SR9UCZ,439.087500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Czestochowa,,,,
414,SR9UPZ,438.587500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Kleczany,,,,
415,SR9US,438.125000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Ustron Gora Czantoria",,,,
416,SR9UV,439.337500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Wodowice,,,,
417,SR9UVC,438.625000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Krakow,,,,
418,SR9UVJ,439.500000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Jaworzyna Krynicka",,,,
419,SR9UVJ,439.500000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Jaworzyna krynicka",,,,
420,SR9UVJ-B,439.500000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Krynica Zdroj - Jaworzyna (gorna stacja kolejki gondolowej)",,,,
421,SR9DJC,145.787500,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Jaworzyna Krynicka",,,,
422,SR9UVM,439.400000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Krakow - RTCN Choragwica EMITEL",,,,
423,SR9UVP,439.362500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Gora Koskowa POLKOMTEL",,,,
424,SR9UVR,439.300000,-,7.600000,,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"Gliczarow Gorny Maszt OSP",,,,
425,SR9UVT,439.237500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Gora Koskowa POLKOMTEL",,,,
426,SR9UVZ,439.200000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Gliczarow Gorny Maszt OSP",,,,
427,SR9UW,439.050000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Katowice,,,,
428,SR9VDM,438.200000,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Lichwin,,,,
429,SR9VJK,438.312500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Jaworzyna Krynicka",,,,
430,SR9VJP,438.587500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,MUSZYNA,,,,
431,SR9VVO,439.437500,-,7.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,Lichwin,,,,
432,SR9X,145.700000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"Obiekt Emitel RTON Gubaowka",,,,
433,SR9Z,145.737500,-,0.600000,Tone,107.2,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"Przehyba EMITEL",,,,
434,SR9ZAC,145.287500,,0.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"Koscielisko (Podhale)",,,,
435,SR9ZAR,439.537500,-,7.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"Gora Zar",,,,
436,SR9ZHP,145.287500,,0.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,50W,Bedzin,,,,
